experiment_number,num_students,num_schools,capacities,capacities_generated,num_capacities,num_repeats_profiles,num_repeat_sampler,epsilon,num_manipulations,algorithm,k,probabilities,utilities,average_utility,average_percentage_manipulators,average_percentage_unassigned_students,average_number_manipulations
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,7,"[[0.024 0.057 0.079 0.114 0.118 0.116 0.128 0.142 0.094 0.014 0.114]
 [0.077 0.086 0.084 0.098 0.094 0.117 0.103 0.127 0.102 0.027 0.085]
 [0.051 0.066 0.093 0.099 0.114 0.109 0.119 0.134 0.115 0.011 0.089]
 [0.147 0.123 0.117 0.077 0.091 0.09  0.098 0.075 0.095 0.017 0.07 ]
 [0.132 0.101 0.077 0.072 0.075 0.098 0.117 0.119 0.121 0.03  0.058]
 [0.066 0.123 0.08  0.09  0.083 0.113 0.113 0.113 0.108 0.025 0.086]
 [0.058 0.085 0.116 0.141 0.127 0.107 0.095 0.088 0.031 0.    0.152]
 [0.106 0.07  0.093 0.111 0.119 0.092 0.097 0.102 0.099 0.007 0.104]
 [0.162 0.155 0.157 0.101 0.09  0.066 0.066 0.037 0.024 0.006 0.136]
 [0.177 0.134 0.104 0.097 0.089 0.092 0.064 0.063 0.064 0.017 0.099]]","[0.08796538 0.09620545 0.09003764 0.12041796 0.10967439 0.10289325
 0.10099005 0.10195057 0.12206036 0.11969604]",0.10518910865078315,63.0,9.93,12.2
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,8,"[[0.047 0.066 0.084 0.108 0.125 0.111 0.114 0.115 0.125 0.028 0.077]
 [0.063 0.097 0.089 0.1   0.097 0.111 0.092 0.107 0.145 0.04  0.059]
 [0.041 0.066 0.1   0.095 0.103 0.116 0.122 0.121 0.157 0.033 0.046]
 [0.143 0.106 0.094 0.105 0.092 0.089 0.087 0.101 0.081 0.042 0.06 ]
 [0.106 0.121 0.079 0.105 0.089 0.102 0.108 0.103 0.082 0.029 0.076]
 [0.051 0.088 0.105 0.097 0.098 0.122 0.113 0.109 0.111 0.023 0.083]
 [0.099 0.085 0.105 0.09  0.106 0.107 0.097 0.115 0.098 0.022 0.076]
 [0.123 0.107 0.105 0.103 0.11  0.09  0.101 0.086 0.063 0.038 0.074]
 [0.12  0.126 0.117 0.1   0.096 0.074 0.089 0.083 0.067 0.023 0.105]
 [0.207 0.138 0.122 0.097 0.084 0.078 0.077 0.06  0.04  0.03  0.067]]","[0.09173751 0.09629993 0.09096833 0.1129121  0.10796414 0.09971682
 0.10331977 0.11162982 0.10759953 0.12542179]",0.10475697389091687,55.99999999999999,7.2299999999999995,8.2
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,9,"[[0.055 0.078 0.079 0.105 0.118 0.123 0.1   0.134 0.108 0.073 0.027]
 [0.098 0.097 0.101 0.101 0.095 0.092 0.099 0.105 0.092 0.066 0.054]
 [0.077 0.078 0.107 0.095 0.093 0.11  0.109 0.107 0.111 0.088 0.025]
 [0.156 0.099 0.101 0.109 0.096 0.103 0.091 0.079 0.084 0.039 0.043]
 [0.079 0.094 0.08  0.103 0.109 0.103 0.098 0.12  0.099 0.086 0.029]
 [0.088 0.095 0.101 0.097 0.107 0.086 0.109 0.105 0.103 0.072 0.037]
 [0.094 0.087 0.089 0.092 0.095 0.096 0.122 0.117 0.116 0.06  0.032]
 [0.105 0.122 0.083 0.096 0.107 0.104 0.099 0.09  0.104 0.065 0.025]
 [0.112 0.125 0.135 0.104 0.095 0.096 0.082 0.069 0.081 0.043 0.058]
 [0.136 0.125 0.124 0.098 0.085 0.087 0.091 0.074 0.102 0.033 0.045]]","[0.09494196 0.0999455  0.0961246  0.11433905 0.09970409 0.10195416
 0.09866165 0.10710249 0.10873538 0.11473289]",0.10362417909724315,47.0,3.75,4.7
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,10,"[[0.089 0.086 0.114 0.116 0.109 0.101 0.092 0.114 0.094 0.085 0.   ]
 [0.098 0.086 0.1   0.1   0.091 0.111 0.095 0.104 0.106 0.109 0.   ]
 [0.108 0.117 0.085 0.092 0.1   0.091 0.095 0.103 0.089 0.12  0.   ]
 [0.091 0.115 0.1   0.077 0.12  0.106 0.101 0.09  0.1   0.1   0.   ]
 [0.111 0.109 0.09  0.119 0.097 0.088 0.099 0.093 0.107 0.087 0.   ]
 [0.118 0.075 0.11  0.1   0.093 0.096 0.096 0.11  0.105 0.097 0.   ]
 [0.106 0.102 0.11  0.105 0.102 0.084 0.088 0.1   0.1   0.103 0.   ]
 [0.102 0.104 0.103 0.097 0.1   0.116 0.102 0.085 0.094 0.097 0.   ]
 [0.093 0.088 0.09  0.088 0.099 0.11  0.122 0.101 0.101 0.108 0.   ]
 [0.084 0.118 0.098 0.106 0.089 0.097 0.11  0.1   0.104 0.094 0.   ]]","[0.10046861 0.09831367 0.09969589 0.09960946 0.10134838 0.10003817
 0.1020872  0.10158203 0.09675213 0.1003269 ]",0.10002224309397059,0.0,0.0,0.0
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,boston,10,"[[0.089 0.097 0.102 0.111 0.098 0.106 0.105 0.099 0.104 0.089 0.   ]
 [0.1   0.11  0.095 0.087 0.117 0.101 0.102 0.082 0.113 0.093 0.   ]
 [0.111 0.098 0.103 0.091 0.113 0.104 0.098 0.106 0.094 0.082 0.   ]
 [0.1   0.103 0.087 0.117 0.107 0.103 0.103 0.096 0.099 0.085 0.   ]
 [0.087 0.097 0.098 0.093 0.108 0.086 0.114 0.093 0.1   0.124 0.   ]
 [0.096 0.095 0.088 0.122 0.114 0.094 0.087 0.105 0.095 0.104 0.   ]
 [0.11  0.091 0.114 0.094 0.079 0.11  0.085 0.11  0.095 0.112 0.   ]
 [0.103 0.112 0.115 0.094 0.083 0.09  0.095 0.102 0.103 0.103 0.   ]
 [0.101 0.108 0.088 0.092 0.095 0.1   0.101 0.101 0.108 0.106 0.   ]
 [0.103 0.089 0.11  0.099 0.086 0.106 0.11  0.106 0.089 0.102 0.   ]]","[0.0995346  0.10162055 0.10219447 0.10101304 0.09756797 0.10130598
 0.09970114 0.10082348 0.0985112  0.09933359]",0.10016060100887562,0.0,0.0,0.0
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,1,"[[0.066 0.2   0.049 0.    0.    0.    0.    0.    0.    0.    0.685]
 [0.168 0.068 0.05  0.    0.    0.    0.    0.    0.    0.    0.714]
 [0.069 0.144 0.054 0.1   0.    0.    0.    0.    0.    0.    0.633]
 [0.127 0.042 0.156 0.1   0.    0.    0.    0.    0.    0.    0.575]
 [0.035 0.108 0.241 0.1   0.    0.    0.    0.    0.    0.    0.516]
 [0.064 0.155 0.053 0.1   0.    0.    0.    0.    0.    0.    0.628]
 [0.11  0.072 0.2   0.1   0.    0.    0.    0.    0.    0.    0.518]
 [0.125 0.034 0.09  0.2   0.    0.    0.    0.    0.    0.    0.551]
 [0.106 0.074 0.061 0.2   0.    0.    0.    0.    0.    0.    0.559]
 [0.13  0.103 0.046 0.    0.    0.    0.    0.    0.    0.    0.721]]","[0.05205843 0.05259244 0.05761395 0.0671484  0.07498042 0.05958742
 0.07533728 0.06906901 0.06742718 0.05360735]",0.06294218877671859,55.00000000000001,61.0,8.9
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,2,"[[0.078 0.096 0.116 0.113 0.041 0.    0.    0.    0.    0.    0.556]
 [0.115 0.147 0.111 0.028 0.    0.    0.    0.    0.    0.    0.599]
 [0.05  0.083 0.131 0.101 0.095 0.    0.    0.    0.    0.    0.54 ]
 [0.131 0.092 0.067 0.11  0.025 0.    0.    0.    0.    0.    0.575]
 [0.067 0.076 0.121 0.165 0.025 0.    0.    0.    0.    0.    0.546]
 [0.112 0.084 0.102 0.11  0.    0.083 0.    0.    0.    0.    0.509]
 [0.095 0.097 0.064 0.125 0.106 0.081 0.    0.    0.    0.    0.432]
 [0.115 0.086 0.099 0.087 0.08  0.087 0.    0.    0.    0.    0.446]
 [0.055 0.11  0.124 0.112 0.048 0.    0.    0.    0.    0.    0.551]
 [0.182 0.129 0.065 0.049 0.    0.    0.    0.    0.    0.    0.575]]","[0.06862061 0.06911862 0.06637942 0.0704184  0.06885357 0.07560297
 0.08600685 0.08017309 0.07072805 0.07982277]",0.07357243540705598,60.0,53.29,10.6
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,3,"[[0.059 0.077 0.091 0.148 0.186 0.014 0.    0.    0.    0.    0.425]
 [0.111 0.123 0.143 0.107 0.    0.    0.    0.    0.    0.    0.516]
 [0.054 0.069 0.085 0.154 0.149 0.108 0.    0.    0.    0.    0.381]
 [0.131 0.121 0.095 0.054 0.087 0.089 0.    0.    0.    0.    0.423]
 [0.112 0.101 0.08  0.096 0.137 0.114 0.    0.    0.    0.    0.36 ]
 [0.088 0.098 0.093 0.057 0.095 0.243 0.013 0.    0.    0.    0.313]
 [0.103 0.082 0.078 0.071 0.107 0.186 0.    0.    0.    0.    0.373]
 [0.106 0.088 0.108 0.126 0.15  0.013 0.    0.    0.    0.    0.409]
 [0.099 0.102 0.098 0.086 0.038 0.204 0.    0.    0.    0.    0.373]
 [0.137 0.139 0.129 0.101 0.039 0.    0.    0.    0.    0.    0.455]]","[0.08199974 0.0781236  0.08349221 0.0893438  0.09118684 0.0940669
 0.09260854 0.08677439 0.09340778 0.09402476]",0.08850285668112629,59.00000000000001,40.28,12.0
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,4,"[[0.13  0.102 0.087 0.091 0.049 0.116 0.131 0.028 0.    0.    0.266]
 [0.091 0.119 0.132 0.116 0.119 0.016 0.    0.    0.    0.    0.407]
 [0.052 0.072 0.092 0.081 0.117 0.152 0.122 0.024 0.    0.    0.288]
 [0.146 0.132 0.108 0.131 0.072 0.044 0.052 0.019 0.    0.    0.296]
 [0.058 0.046 0.053 0.055 0.152 0.193 0.233 0.005 0.    0.    0.205]
 [0.078 0.073 0.077 0.096 0.129 0.157 0.092 0.013 0.    0.    0.285]
 [0.12  0.102 0.072 0.096 0.093 0.135 0.086 0.011 0.    0.    0.285]
 [0.093 0.118 0.135 0.113 0.098 0.069 0.088 0.008 0.    0.    0.278]
 [0.079 0.076 0.105 0.112 0.115 0.095 0.048 0.016 0.    0.    0.354]
 [0.153 0.16  0.139 0.109 0.056 0.023 0.    0.    0.    0.    0.36 ]]","[0.0966139  0.08759971 0.08783963 0.1055695  0.09238728 0.09413083
 0.09948158 0.100028   0.09040109 0.10609711]",0.096014864469341,60.0,30.24,12.7
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,5,"[[0.076 0.083 0.095 0.115 0.114 0.1   0.109 0.027 0.    0.    0.281]
 [0.125 0.122 0.123 0.125 0.106 0.085 0.032 0.041 0.    0.    0.241]
 [0.027 0.045 0.057 0.089 0.113 0.154 0.185 0.141 0.012 0.    0.177]
 [0.144 0.131 0.121 0.097 0.085 0.075 0.069 0.04  0.003 0.    0.235]
 [0.049 0.048 0.069 0.11  0.122 0.145 0.136 0.092 0.    0.    0.229]
 [0.094 0.094 0.115 0.093 0.099 0.102 0.123 0.068 0.007 0.    0.205]
 [0.1   0.106 0.072 0.092 0.105 0.105 0.098 0.077 0.005 0.    0.24 ]
 [0.101 0.109 0.1   0.098 0.096 0.094 0.078 0.077 0.005 0.    0.242]
 [0.078 0.109 0.121 0.08  0.09  0.108 0.108 0.059 0.011 0.    0.236]
 [0.206 0.153 0.127 0.101 0.07  0.032 0.058 0.035 0.008 0.    0.21 ]]","[0.09223009 0.10429764 0.08644458 0.10842429 0.08551259 0.10336801
 0.099037   0.1002424  0.10014017 0.11969542]",0.09993921996732351,60.0,22.959999999999997,12.9
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,6,"[[0.082 0.098 0.11  0.123 0.107 0.112 0.088 0.085 0.014 0.    0.181]
 [0.094 0.094 0.119 0.103 0.114 0.095 0.093 0.092 0.027 0.    0.169]
 [0.041 0.033 0.054 0.089 0.118 0.124 0.154 0.152 0.092 0.002 0.141]
 [0.1   0.127 0.129 0.114 0.114 0.096 0.073 0.024 0.    0.    0.223]
 [0.063 0.058 0.052 0.086 0.086 0.117 0.159 0.174 0.074 0.004 0.127]
 [0.109 0.122 0.078 0.076 0.072 0.093 0.121 0.12  0.096 0.006 0.107]
 [0.142 0.096 0.114 0.092 0.082 0.094 0.088 0.087 0.072 0.002 0.131]
 [0.096 0.102 0.105 0.115 0.118 0.094 0.081 0.083 0.013 0.    0.193]
 [0.078 0.095 0.103 0.094 0.087 0.111 0.112 0.127 0.044 0.002 0.147]
 [0.195 0.175 0.136 0.108 0.102 0.064 0.031 0.026 0.    0.    0.163]]","[0.10189382 0.10090381 0.08479012 0.10613502 0.08859171 0.1049992
 0.11094598 0.10407583 0.10251384 0.1276482 ]",0.10324975222722714,62.0,15.819999999999999,13.2
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,7,"[[0.126 0.121 0.123 0.14  0.109 0.087 0.075 0.074 0.053 0.    0.092]
 [0.097 0.1   0.112 0.104 0.12  0.087 0.096 0.083 0.07  0.018 0.113]
 [0.052 0.059 0.071 0.081 0.091 0.11  0.124 0.139 0.141 0.035 0.097]
 [0.152 0.116 0.121 0.129 0.089 0.093 0.086 0.066 0.033 0.    0.115]
 [0.029 0.026 0.04  0.083 0.125 0.13  0.15  0.168 0.159 0.024 0.066]
 [0.068 0.08  0.104 0.091 0.1   0.115 0.106 0.119 0.107 0.009 0.101]
 [0.166 0.125 0.137 0.093 0.085 0.072 0.083 0.057 0.052 0.02  0.11 ]
 [0.033 0.072 0.09  0.097 0.111 0.124 0.125 0.137 0.103 0.018 0.09 ]
 [0.068 0.116 0.084 0.065 0.084 0.115 0.107 0.136 0.119 0.036 0.07 ]
 [0.209 0.185 0.118 0.117 0.086 0.067 0.048 0.021 0.    0.    0.149]]","[0.1139252  0.10224428 0.08835094 0.11698712 0.08509274 0.09988955
 0.11833237 0.09433132 0.10034258 0.12857444]",0.10480705588469161,63.0,10.030000000000001,12.2
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,8,"[[0.116 0.122 0.11  0.095 0.102 0.105 0.078 0.11  0.074 0.028 0.06 ]
 [0.133 0.129 0.126 0.1   0.089 0.092 0.079 0.084 0.064 0.032 0.072]
 [0.024 0.063 0.088 0.099 0.104 0.132 0.123 0.115 0.145 0.053 0.054]
 [0.15  0.105 0.094 0.105 0.094 0.078 0.092 0.096 0.074 0.05  0.062]
 [0.021 0.034 0.068 0.1   0.104 0.132 0.138 0.129 0.178 0.058 0.038]
 [0.123 0.099 0.111 0.121 0.101 0.101 0.091 0.08  0.076 0.011 0.086]
 [0.156 0.153 0.108 0.088 0.09  0.079 0.088 0.078 0.044 0.036 0.08 ]
 [0.076 0.091 0.081 0.096 0.108 0.09  0.113 0.115 0.131 0.038 0.061]
 [0.07  0.084 0.073 0.096 0.124 0.114 0.101 0.124 0.131 0.031 0.052]
 [0.131 0.12  0.141 0.1   0.084 0.077 0.097 0.069 0.057 0.014 0.11 ]]","[0.1068324  0.11081238 0.08772369 0.10883265 0.08526316 0.11048171
 0.11576524 0.09842279 0.10012915 0.11068514]",0.10349483230297145,57.99999999999999,6.75,8.6
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,9,"[[0.104 0.118 0.101 0.115 0.098 0.096 0.094 0.084 0.087 0.054 0.049]
 [0.117 0.118 0.119 0.105 0.102 0.088 0.078 0.089 0.099 0.045 0.04 ]
 [0.032 0.059 0.077 0.098 0.111 0.123 0.144 0.13  0.11  0.099 0.017]
 [0.115 0.098 0.099 0.099 0.092 0.115 0.073 0.097 0.116 0.066 0.03 ]
 [0.09  0.101 0.095 0.112 0.132 0.08  0.098 0.085 0.111 0.06  0.036]
 [0.096 0.091 0.111 0.087 0.1   0.094 0.118 0.095 0.112 0.068 0.028]
 [0.11  0.097 0.088 0.094 0.089 0.096 0.107 0.105 0.102 0.073 0.039]
 [0.105 0.11  0.091 0.106 0.103 0.097 0.105 0.1   0.079 0.062 0.042]
 [0.086 0.095 0.1   0.098 0.098 0.117 0.094 0.109 0.094 0.077 0.032]
 [0.145 0.113 0.119 0.086 0.075 0.094 0.089 0.106 0.09  0.046 0.037]]","[0.10434259 0.10745175 0.0903115  0.1036468  0.09840992 0.10159537
 0.10196073 0.10528051 0.10249585 0.11016362]",0.10256586470814888,49.00000000000001,3.5,4.9
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,10,"[[0.095 0.089 0.089 0.095 0.118 0.093 0.114 0.091 0.101 0.115 0.   ]
 [0.089 0.102 0.104 0.089 0.094 0.119 0.095 0.106 0.094 0.108 0.   ]
 [0.096 0.081 0.106 0.115 0.098 0.086 0.102 0.092 0.123 0.101 0.   ]
 [0.099 0.119 0.107 0.101 0.08  0.095 0.087 0.105 0.095 0.112 0.   ]
 [0.116 0.088 0.08  0.113 0.11  0.105 0.084 0.105 0.101 0.098 0.   ]
 [0.109 0.106 0.103 0.086 0.103 0.098 0.102 0.109 0.097 0.087 0.   ]
 [0.108 0.075 0.12  0.108 0.09  0.098 0.109 0.101 0.098 0.093 0.   ]
 [0.107 0.108 0.095 0.081 0.114 0.093 0.115 0.089 0.102 0.096 0.   ]
 [0.094 0.111 0.1   0.103 0.09  0.104 0.1   0.095 0.097 0.106 0.   ]
 [0.087 0.121 0.096 0.109 0.103 0.109 0.092 0.107 0.092 0.084 0.   ]]","[0.09679915 0.09874752 0.09834904 0.10019721 0.1011486  0.10245858
 0.10014796 0.10034584 0.10031414 0.10155119]",0.10000592372103531,0.0,0.0,0.0
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,boston,10,"[[0.104 0.1   0.092 0.086 0.105 0.101 0.117 0.104 0.102 0.089 0.   ]
 [0.091 0.096 0.097 0.115 0.092 0.094 0.12  0.103 0.095 0.097 0.   ]
 [0.105 0.093 0.11  0.102 0.105 0.087 0.116 0.1   0.077 0.105 0.   ]
 [0.103 0.114 0.086 0.113 0.112 0.118 0.084 0.09  0.092 0.088 0.   ]
 [0.105 0.1   0.099 0.116 0.092 0.092 0.084 0.099 0.108 0.105 0.   ]
 [0.088 0.101 0.098 0.102 0.096 0.1   0.093 0.103 0.116 0.103 0.   ]
 [0.098 0.098 0.12  0.084 0.097 0.099 0.105 0.093 0.109 0.097 0.   ]
 [0.097 0.095 0.099 0.088 0.098 0.105 0.086 0.108 0.105 0.119 0.   ]
 [0.113 0.094 0.097 0.1   0.104 0.112 0.091 0.098 0.103 0.088 0.   ]
 [0.096 0.109 0.102 0.094 0.099 0.092 0.104 0.102 0.093 0.109 0.   ]]","[0.10050483 0.09975523 0.10199671 0.10384374 0.10126675 0.09736502
 0.09983212 0.09645119 0.10157133 0.09919163]",0.10017785470657095,0.0,0.0,0.0
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,1,"[[0.048 0.096 0.347 0.    0.    0.    0.    0.    0.    0.    0.509]
 [0.123 0.061 0.102 0.    0.    0.    0.    0.    0.    0.    0.714]
 [0.117 0.143 0.056 0.    0.    0.    0.    0.    0.    0.    0.684]
 [0.088 0.074 0.1   0.3   0.    0.    0.    0.    0.    0.    0.438]
 [0.085 0.062 0.149 0.1   0.    0.    0.    0.    0.    0.    0.604]
 [0.046 0.211 0.052 0.1   0.    0.    0.    0.    0.    0.    0.591]
 [0.079 0.097 0.094 0.1   0.    0.    0.    0.    0.    0.    0.63 ]
 [0.161 0.099 0.    0.    0.    0.    0.    0.    0.    0.    0.74 ]
 [0.095 0.088 0.    0.2   0.    0.    0.    0.    0.    0.    0.617]
 [0.158 0.069 0.1   0.    0.    0.    0.    0.    0.    0.    0.673]]","[0.07461332 0.04895141 0.05600763 0.08394614 0.06847268 0.06444413
 0.06096177 0.05139692 0.06284094 0.06263968]",0.06342746300172566,54.0,62.0,8.6
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,2,"[[0.047 0.069 0.118 0.13  0.053 0.    0.    0.    0.    0.    0.583]
 [0.076 0.116 0.187 0.    0.    0.089 0.    0.    0.    0.    0.532]
 [0.177 0.145 0.032 0.06  0.051 0.    0.    0.    0.    0.    0.535]
 [0.099 0.082 0.057 0.203 0.073 0.    0.    0.    0.    0.    0.486]
 [0.088 0.087 0.091 0.105 0.05  0.    0.    0.    0.    0.    0.579]
 [0.087 0.069 0.084 0.154 0.104 0.    0.    0.    0.    0.    0.502]
 [0.054 0.075 0.15  0.147 0.045 0.    0.    0.    0.    0.    0.529]
 [0.142 0.139 0.095 0.032 0.    0.    0.    0.    0.    0.    0.592]
 [0.106 0.087 0.072 0.105 0.052 0.089 0.    0.    0.    0.    0.489]
 [0.124 0.131 0.114 0.064 0.025 0.    0.    0.    0.    0.    0.542]]","[0.06217405 0.07474851 0.07783289 0.07863908 0.06950872 0.07410898
 0.07326799 0.07568474 0.08207785 0.0825692 ]",0.07506119931305846,60.0,53.69,10.4
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,3,"[[0.054 0.072 0.07  0.097 0.094 0.246 0.012 0.    0.    0.    0.355]
 [0.092 0.096 0.093 0.079 0.079 0.145 0.031 0.    0.    0.    0.385]
 [0.136 0.11  0.125 0.078 0.04  0.103 0.    0.    0.    0.    0.408]
 [0.093 0.081 0.072 0.115 0.16  0.114 0.    0.    0.    0.    0.365]
 [0.117 0.122 0.095 0.106 0.09  0.012 0.    0.    0.    0.    0.458]
 [0.108 0.088 0.107 0.094 0.143 0.088 0.    0.    0.    0.    0.372]
 [0.016 0.054 0.077 0.172 0.183 0.119 0.    0.    0.    0.    0.379]
 [0.152 0.137 0.143 0.093 0.045 0.    0.    0.    0.    0.    0.43 ]
 [0.114 0.113 0.101 0.048 0.127 0.131 0.    0.    0.    0.    0.366]
 [0.118 0.127 0.117 0.118 0.033 0.02  0.    0.    0.    0.    0.467]]","[0.08420606 0.08771349 0.08875642 0.09217146 0.08696356 0.09283454
 0.08018748 0.0975438  0.09703308 0.09130332]",0.08987132060128238,60.0,39.849999999999994,12.4
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,4,"[[0.067 0.076 0.092 0.088 0.123 0.122 0.093 0.013 0.    0.    0.326]
 [0.103 0.094 0.082 0.082 0.102 0.121 0.121 0.014 0.    0.    0.281]
 [0.1   0.103 0.113 0.092 0.117 0.107 0.055 0.    0.    0.    0.313]
 [0.099 0.081 0.091 0.095 0.099 0.125 0.094 0.025 0.    0.    0.291]
 [0.111 0.11  0.136 0.13  0.094 0.051 0.031 0.    0.    0.    0.337]
 [0.102 0.108 0.085 0.1   0.087 0.113 0.107 0.024 0.    0.    0.274]
 [0.105 0.099 0.083 0.114 0.1   0.13  0.092 0.    0.    0.    0.277]
 [0.073 0.111 0.113 0.117 0.116 0.054 0.087 0.009 0.    0.    0.32 ]
 [0.055 0.059 0.088 0.084 0.102 0.146 0.164 0.03  0.    0.    0.272]
 [0.185 0.159 0.117 0.098 0.06  0.031 0.    0.    0.    0.    0.35 ]]","[0.0839609  0.09545162 0.09430546 0.09483669 0.09953317 0.09762853
 0.09791779 0.0978224  0.09109989 0.10917999]",0.09617364447010543,61.0,30.409999999999997,12.9
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,5,"[[0.022 0.061 0.075 0.108 0.144 0.145 0.118 0.059 0.    0.    0.268]
 [0.094 0.067 0.082 0.101 0.125 0.128 0.093 0.092 0.    0.    0.218]
 [0.078 0.094 0.078 0.115 0.103 0.096 0.107 0.048 0.005 0.    0.276]
 [0.106 0.125 0.104 0.093 0.072 0.084 0.113 0.119 0.016 0.    0.168]
 [0.113 0.098 0.099 0.111 0.095 0.093 0.094 0.083 0.006 0.    0.208]
 [0.095 0.133 0.128 0.093 0.075 0.114 0.093 0.065 0.011 0.    0.193]
 [0.099 0.077 0.095 0.097 0.123 0.101 0.129 0.027 0.    0.    0.252]
 [0.132 0.14  0.115 0.093 0.084 0.066 0.078 0.083 0.007 0.    0.202]
 [0.1   0.061 0.089 0.078 0.09  0.121 0.128 0.089 0.008 0.    0.236]
 [0.161 0.144 0.135 0.111 0.089 0.052 0.046 0.    0.    0.    0.262]]","[0.08297132 0.09944004 0.09011156 0.10344902 0.1027646  0.10743107
 0.09481816 0.109489   0.09466205 0.1159164 ]",0.10010532286812346,63.0,22.830000000000002,13.2
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,6,"[[0.058 0.101 0.084 0.137 0.116 0.116 0.111 0.074 0.019 0.    0.184]
 [0.102 0.087 0.093 0.096 0.11  0.102 0.099 0.094 0.023 0.    0.194]
 [0.044 0.048 0.08  0.087 0.122 0.119 0.136 0.152 0.068 0.001 0.143]
 [0.117 0.111 0.089 0.098 0.07  0.101 0.113 0.105 0.065 0.01  0.121]
 [0.093 0.09  0.086 0.082 0.107 0.098 0.114 0.125 0.079 0.001 0.125]
 [0.09  0.079 0.084 0.085 0.087 0.106 0.111 0.123 0.066 0.004 0.165]
 [0.102 0.089 0.087 0.093 0.093 0.114 0.117 0.125 0.048 0.003 0.129]
 [0.098 0.1   0.13  0.103 0.126 0.1   0.074 0.065 0.019 0.    0.185]
 [0.126 0.134 0.132 0.101 0.08  0.082 0.073 0.075 0.026 0.    0.171]
 [0.17  0.161 0.135 0.118 0.089 0.062 0.052 0.039 0.015 0.    0.159]]","[0.09380019 0.10205941 0.08764964 0.10713904 0.10227615 0.09093484
 0.10211718 0.10790326 0.11167413 0.12233468]",0.1027888534245438,61.0,15.76,13.1
2.0,10,10,[1 1 1 1 1 1 1 1 1 1],True,5,10,100,0.02,5,gs,7,"[[0.105 0.079 0.11  0.112 0.114 0.088 0.107 0.096 0.072 0.016 0.101]
 [0.065 0.065 0.09  0.125 0.124 0.115 0.098 0.111 0.07  0.005 0.132]
 [0.06  0.091 0.076 0.091 0.1   0.118 0.109 0.119 0.149 0.021 0.066]
 [0.132 0.125 0.095 0.091 0.081 0.09  0.094 0.091 0.087 0.012 0.102]
 [0.129 0.073 0.08  0.081 0.104 0.108 0.11  0.114 0.083 0.008 0.11 ]
 [0.051 0.091 0.076 0.091 0.097 0.101 0.125 0.142 0.08  0.032 0.114]
 [0.061 0.079 0.082 0.083 0.111 0.097 0.119 0.137 0.128 0.026 0.077]
 [0.126 0.135 0.139 0.12  0.097 0.1   0.072 0.06  0.04  0.003 0.108]
 [0.121 0.13  0.119 0.104 0.081 0.089 0.098 0.072 0.069 0.008 0.109]
 [0.15  0.132 0.133 0.102 0.091 0.094 0.068 0.057 0.054 0.009 0.11 ]]","[0.10204157 0.09718648 0.09492086 0.10654917 0.10347972 0.08954027
 0.09358307 0.11802456 0.11341794 0.11968553]",0.10384291683824738,62.0,10.290000000000003,12.0
