experiment_number,num_students,num_schools,capacities,capacities_generated,num_capacities,num_repeats_profiles,num_repeat_sampler,epsilon,num_manipulations,algorithm,k,probabilities,utilities,average_utility,average_percentage_manipulators,average_percentage_unassigned_students,average_number_manipulations
7.0,30,4,[ 3 12  2 13],True,5,10,100,0.02,5,gs,4,"[[0.115 0.368 0.072 0.445 0.   ]
 [0.102 0.393 0.068 0.437 0.   ]
 [0.102 0.405 0.065 0.428 0.   ]
 [0.104 0.407 0.058 0.431 0.   ]
 [0.111 0.393 0.067 0.429 0.   ]
 [0.096 0.4   0.06  0.444 0.   ]
 [0.092 0.428 0.07  0.41  0.   ]
 [0.112 0.396 0.053 0.439 0.   ]
 [0.09  0.4   0.056 0.454 0.   ]
 [0.095 0.413 0.063 0.429 0.   ]
 [0.106 0.412 0.058 0.424 0.   ]
 [0.093 0.407 0.071 0.429 0.   ]
 [0.101 0.4   0.069 0.43  0.   ]
 [0.105 0.405 0.066 0.424 0.   ]
 [0.087 0.401 0.063 0.449 0.   ]
 [0.113 0.377 0.089 0.421 0.   ]
 [0.109 0.374 0.052 0.465 0.   ]
 [0.087 0.383 0.071 0.459 0.   ]
 [0.1   0.368 0.074 0.458 0.   ]
 [0.091 0.394 0.069 0.446 0.   ]
 [0.093 0.389 0.067 0.451 0.   ]
 [0.101 0.405 0.051 0.443 0.   ]
 [0.097 0.406 0.083 0.414 0.   ]
 [0.111 0.404 0.071 0.414 0.   ]
 [0.092 0.39  0.074 0.444 0.   ]
 [0.097 0.44  0.056 0.407 0.   ]
 [0.102 0.4   0.078 0.42  0.   ]
 [0.099 0.406 0.065 0.43  0.   ]
 [0.092 0.443 0.067 0.398 0.   ]
 [0.105 0.393 0.074 0.428 0.   ]]","[0.21489174 0.22797639 0.20786947 0.22570411 0.21316357 0.20106231
 0.21668756 0.20583567 0.20652092 0.21685107 0.21487829 0.21905561
 0.22232991 0.21305099 0.20654714 0.21340776 0.20627052 0.21530708
 0.20992181 0.21606665 0.2149372  0.20547957 0.2017399  0.21443905
 0.21561816 0.21570666 0.22004015 0.21666066 0.22736598 0.21734946]",0.2140911783301531,0.0,0.0,0.0
7.0,30,4,[ 2  2  3 23],True,5,10,100,0.02,5,boston,4,"[[0.053 0.064 0.117 0.766 0.   ]
 [0.061 0.068 0.097 0.774 0.   ]
 [0.066 0.062 0.121 0.751 0.   ]
 [0.052 0.065 0.085 0.798 0.   ]
 [0.06  0.064 0.092 0.784 0.   ]
 [0.063 0.076 0.11  0.751 0.   ]
 [0.065 0.063 0.105 0.767 0.   ]
 [0.079 0.066 0.092 0.763 0.   ]
 [0.063 0.069 0.081 0.787 0.   ]
 [0.064 0.061 0.096 0.779 0.   ]
 [0.08  0.063 0.099 0.758 0.   ]
 [0.066 0.063 0.099 0.772 0.   ]
 [0.055 0.072 0.116 0.757 0.   ]
 [0.067 0.051 0.098 0.784 0.   ]
 [0.068 0.063 0.084 0.785 0.   ]
 [0.076 0.057 0.09  0.777 0.   ]
 [0.08  0.062 0.097 0.761 0.   ]
 [0.064 0.071 0.104 0.761 0.   ]
 [0.068 0.075 0.111 0.746 0.   ]
 [0.078 0.066 0.11  0.746 0.   ]
 [0.067 0.071 0.112 0.75  0.   ]
 [0.06  0.062 0.11  0.768 0.   ]
 [0.058 0.084 0.09  0.768 0.   ]
 [0.066 0.069 0.094 0.771 0.   ]
 [0.073 0.058 0.097 0.772 0.   ]
 [0.056 0.067 0.101 0.776 0.   ]
 [0.09  0.072 0.098 0.74  0.   ]
 [0.058 0.07  0.109 0.763 0.   ]
 [0.067 0.075 0.087 0.771 0.   ]
 [0.077 0.071 0.098 0.754 0.   ]]","[0.14835237 0.14823913 0.13502986 0.16454915 0.10933637 0.13345371
 0.14526024 0.16841646 0.15637732 0.12764298 0.13392157 0.12527779
 0.1506444  0.12766417 0.12393517 0.13970447 0.14850774 0.15577088
 0.12913986 0.13178486 0.13826214 0.13514679 0.13589787 0.15311125
 0.14241533 0.13008771 0.16015252 0.12878785 0.13368618 0.15219884]",0.14042516554911316,0.0,0.0,0.0
7.0,30,4,[ 2  2  3 23],True,5,10,100,0.02,5,gs,1,"[[0.076 0.07  0.048 0.2   0.606]
 [0.014 0.107 0.06  0.4   0.419]
 [0.071 0.088 0.    0.2   0.641]
 [0.019 0.028 0.29  0.3   0.363]
 [0.043 0.072 0.183 0.1   0.602]
 [0.155 0.    0.    0.1   0.745]
 [0.027 0.052 0.177 0.3   0.444]
 [0.065 0.026 0.062 0.4   0.447]
 [0.035 0.086 0.112 0.3   0.467]
 [0.083 0.07  0.062 0.1   0.685]
 [0.082 0.054 0.054 0.2   0.61 ]
 [0.075 0.098 0.131 0.    0.696]
 [0.04  0.062 0.177 0.3   0.421]
 [0.034 0.112 0.119 0.2   0.535]
 [0.121 0.024 0.051 0.1   0.704]
 [0.048 0.089 0.125 0.2   0.538]
 [0.116 0.028 0.    0.2   0.656]
 [0.084 0.026 0.062 0.2   0.628]
 [0.031 0.108 0.161 0.1   0.6  ]
 [0.092 0.075 0.    0.1   0.733]
 [0.099 0.087 0.068 0.1   0.646]
 [0.039 0.102 0.115 0.1   0.644]
 [0.053 0.104 0.12  0.1   0.623]
 [0.07  0.06  0.128 0.2   0.542]
 [0.069 0.062 0.171 0.1   0.598]
 [0.088 0.027 0.067 0.2   0.618]
 [0.093 0.04  0.118 0.2   0.549]
 [0.056 0.079 0.167 0.1   0.598]
 [0.039 0.139 0.109 0.1   0.613]
 [0.083 0.025 0.063 0.4   0.429]]","[0.11388743 0.13116105 0.10998942 0.14781382 0.1241676  0.09672242
 0.11838899 0.12460505 0.12252176 0.09839763 0.10906939 0.10946973
 0.13920915 0.12899923 0.09776883 0.11735913 0.09099907 0.10849941
 0.11829695 0.08786496 0.11081094 0.1036821  0.11715655 0.1255814
 0.11817032 0.11055684 0.13338433 0.10360655 0.11447826 0.13246895]",0.1155029092051191,59.66666666666666,58.0,34.2
7.0,30,4,[ 2  2  3 23],True,5,10,100,0.02,5,gs,2,"[[0.08  0.077 0.061 0.359 0.423]
 [0.022 0.057 0.087 0.545 0.289]
 [0.072 0.092 0.061 0.361 0.414]
 [0.015 0.033 0.17  0.523 0.259]
 [0.079 0.094 0.152 0.183 0.492]
 [0.122 0.101 0.1   0.168 0.509]
 [0.05  0.04  0.11  0.535 0.265]
 [0.018 0.035 0.101 0.701 0.145]
 [0.061 0.067 0.051 0.532 0.289]
 [0.082 0.088 0.056 0.348 0.426]
 [0.09  0.066 0.095 0.36  0.389]
 [0.093 0.104 0.098 0.178 0.527]
 [0.044 0.072 0.106 0.458 0.32 ]
 [0.044 0.053 0.164 0.272 0.467]
 [0.117 0.076 0.072 0.261 0.474]
 [0.031 0.027 0.154 0.524 0.264]
 [0.071 0.054 0.09  0.602 0.183]
 [0.066 0.058 0.055 0.54  0.281]
 [0.059 0.094 0.174 0.176 0.497]
 [0.119 0.103 0.007 0.265 0.506]
 [0.053 0.058 0.123 0.452 0.314]
 [0.067 0.09  0.107 0.341 0.395]
 [0.083 0.077 0.087 0.356 0.397]
 [0.07  0.057 0.086 0.529 0.258]
 [0.089 0.081 0.097 0.352 0.381]
 [0.071 0.054 0.125 0.34  0.41 ]
 [0.06  0.06  0.034 0.549 0.297]
 [0.07  0.045 0.137 0.359 0.389]
 [0.056 0.059 0.116 0.382 0.387]
 [0.046 0.028 0.124 0.54  0.262]]","[0.14185879 0.12927617 0.13654621 0.14916658 0.138349   0.13627439
 0.13583311 0.1489422  0.1395665  0.12978015 0.13888069 0.12870511
 0.14176519 0.11974821 0.13283522 0.1381862  0.14643914 0.14149688
 0.13345428 0.11953219 0.13999531 0.14413841 0.14084722 0.15758472
 0.14910766 0.13645883 0.14517605 0.11906207 0.12409179 0.14703121]",0.13767098283275717,65.0,36.36333333333334,33.1
7.0,30,4,[ 2  2  3 23],True,5,10,100,0.02,5,gs,3,"[[0.062 0.063 0.095 0.61  0.17 ]
 [0.042 0.064 0.077 0.699 0.118]
 [0.08  0.063 0.097 0.597 0.163]
 [0.022 0.052 0.073 0.797 0.056]
 [0.099 0.093 0.174 0.266 0.368]
 [0.068 0.067 0.115 0.521 0.229]
 [0.044 0.053 0.12  0.621 0.162]
 [0.05  0.044 0.079 0.78  0.047]
 [0.041 0.057 0.1   0.7   0.102]
 [0.084 0.052 0.115 0.525 0.224]
 [0.09  0.063 0.097 0.587 0.163]
 [0.076 0.083 0.118 0.509 0.214]
 [0.037 0.067 0.047 0.849 0.   ]
 [0.088 0.077 0.097 0.516 0.222]
 [0.103 0.085 0.094 0.506 0.212]
 [0.069 0.068 0.124 0.537 0.202]
 [0.062 0.061 0.126 0.523 0.228]
 [0.061 0.06  0.077 0.694 0.108]
 [0.077 0.082 0.095 0.517 0.229]
 [0.074 0.073 0.085 0.598 0.17 ]
 [0.082 0.079 0.124 0.503 0.212]
 [0.078 0.059 0.118 0.529 0.216]
 [0.059 0.067 0.074 0.682 0.118]
 [0.042 0.042 0.093 0.719 0.104]
 [0.069 0.07  0.092 0.661 0.108]
 [0.088 0.067 0.09  0.595 0.16 ]
 [0.068 0.06  0.111 0.607 0.154]
 [0.065 0.08  0.095 0.583 0.177]
 [0.072 0.08  0.09  0.589 0.169]
 [0.048 0.069 0.108 0.601 0.174]]","[0.15982936 0.14784602 0.15677652 0.16034563 0.13733525 0.14269933
 0.14299899 0.16608618 0.15232882 0.14103227 0.14654324 0.14420226
 0.15018823 0.15289024 0.14544626 0.15461701 0.1447796  0.15949916
 0.13546376 0.1294533  0.15058455 0.14795029 0.14116145 0.1470599
 0.14913476 0.15310724 0.16305346 0.12878177 0.1357134  0.15380888]",0.1480239029176186,69.66666666666667,16.596666666666664,20.9
7.0,30,4,[ 2  2  3 23],True,5,10,100,0.02,5,gs,4,"[[0.073 0.051 0.1   0.776 0.   ]
 [0.076 0.065 0.103 0.756 0.   ]
 [0.072 0.06  0.096 0.772 0.   ]
 [0.062 0.08  0.098 0.76  0.   ]
 [0.063 0.058 0.093 0.786 0.   ]
 [0.069 0.055 0.106 0.77  0.   ]
 [0.078 0.07  0.12  0.732 0.   ]
 [0.067 0.072 0.105 0.756 0.   ]
 [0.055 0.072 0.08  0.793 0.   ]
 [0.066 0.081 0.094 0.759 0.   ]
 [0.069 0.06  0.103 0.768 0.   ]
 [0.061 0.069 0.085 0.785 0.   ]
 [0.061 0.081 0.099 0.759 0.   ]
 [0.067 0.069 0.099 0.765 0.   ]
 [0.07  0.068 0.079 0.783 0.   ]
 [0.048 0.076 0.107 0.769 0.   ]
 [0.077 0.063 0.082 0.778 0.   ]
 [0.064 0.074 0.095 0.767 0.   ]
 [0.064 0.067 0.092 0.777 0.   ]
 [0.054 0.077 0.101 0.768 0.   ]
 [0.076 0.055 0.1   0.769 0.   ]
 [0.073 0.057 0.104 0.766 0.   ]
 [0.057 0.062 0.104 0.777 0.   ]
 [0.073 0.072 0.106 0.749 0.   ]
 [0.082 0.071 0.091 0.756 0.   ]
 [0.066 0.052 0.136 0.746 0.   ]
 [0.06  0.07  0.118 0.752 0.   ]
 [0.062 0.071 0.107 0.76  0.   ]
 [0.056 0.073 0.104 0.767 0.   ]
 [0.079 0.049 0.093 0.779 0.   ]]","[0.15006808 0.15178662 0.13806111 0.16870784 0.10627937 0.13268955
 0.15267929 0.16576577 0.15615139 0.13300287 0.1322921  0.12177777
 0.15426472 0.13259623 0.12438263 0.14063572 0.14757208 0.15484954
 0.12172613 0.12522707 0.13643913 0.13741671 0.13054366 0.15308069
 0.14779461 0.1322258  0.15461906 0.13000411 0.13152835 0.15227153]",0.14054798454870732,0.0,0.0,0.0
7.0,30,4,[17  5  3  5],True,5,10,100,0.02,5,boston,4,"[[0.574 0.166 0.093 0.167 0.   ]
 [0.57  0.166 0.104 0.16  0.   ]
 [0.568 0.172 0.102 0.158 0.   ]
 [0.538 0.168 0.102 0.192 0.   ]
 [0.572 0.175 0.094 0.159 0.   ]
 [0.578 0.154 0.109 0.159 0.   ]
 [0.572 0.157 0.096 0.175 0.   ]
 [0.568 0.182 0.097 0.153 0.   ]
 [0.568 0.162 0.118 0.152 0.   ]
 [0.595 0.144 0.088 0.173 0.   ]
 [0.582 0.161 0.09  0.167 0.   ]
 [0.597 0.149 0.11  0.144 0.   ]
 [0.571 0.162 0.1   0.167 0.   ]
 [0.556 0.173 0.099 0.172 0.   ]
 [0.546 0.172 0.102 0.18  0.   ]
 [0.575 0.164 0.111 0.15  0.   ]
 [0.582 0.16  0.1   0.158 0.   ]
 [0.569 0.162 0.105 0.164 0.   ]
 [0.557 0.16  0.097 0.186 0.   ]
 [0.574 0.169 0.102 0.155 0.   ]
 [0.559 0.157 0.103 0.181 0.   ]
 [0.546 0.18  0.099 0.175 0.   ]
 [0.572 0.168 0.093 0.167 0.   ]
 [0.566 0.174 0.114 0.146 0.   ]
 [0.587 0.152 0.099 0.162 0.   ]
 [0.533 0.178 0.108 0.181 0.   ]
 [0.544 0.19  0.103 0.163 0.   ]
 [0.568 0.175 0.095 0.162 0.   ]
 [0.567 0.177 0.081 0.175 0.   ]
 [0.546 0.171 0.086 0.197 0.   ]]","[0.33397355 0.32147228 0.3398458  0.31604694 0.34528613 0.32949977
 0.31714525 0.31459468 0.30736254 0.32757922 0.34235012 0.31853526
 0.31167074 0.33642366 0.30268721 0.32694457 0.34671557 0.3254203
 0.33165655 0.33140032 0.31495621 0.33686574 0.32148993 0.34153441
 0.32140977 0.30547245 0.31205926 0.31589625 0.32293774 0.31009442]",0.3243108880230663,0.0,0.0,0.0
7.0,30,4,[17  5  3  5],True,5,10,100,0.02,5,gs,1,"[[0.611 0.18  0.    0.    0.209]
 [0.593 0.08  0.1   0.    0.227]
 [0.613 0.1   0.1   0.    0.187]
 [0.596 0.1   0.1   0.    0.204]
 [0.675 0.1   0.    0.    0.225]
 [0.617 0.1   0.1   0.    0.183]
 [0.516 0.085 0.2   0.    0.199]
 [0.384 0.466 0.    0.    0.15 ]
 [0.373 0.262 0.2   0.    0.165]
 [0.549 0.182 0.1   0.    0.169]
 [0.615 0.087 0.1   0.    0.198]
 [0.45  0.278 0.1   0.    0.172]
 [0.504 0.165 0.1   0.    0.231]
 [0.517 0.282 0.    0.    0.201]
 [0.441 0.175 0.2   0.    0.184]
 [0.609 0.177 0.    0.    0.214]
 [0.762 0.    0.    0.    0.238]
 [0.678 0.1   0.    0.    0.222]
 [0.673 0.1   0.    0.    0.227]
 [0.612 0.18  0.    0.    0.208]
 [0.581 0.178 0.    0.    0.241]
 [0.69  0.    0.1   0.    0.21 ]
 [0.7   0.091 0.    0.    0.209]
 [0.565 0.182 0.1   0.    0.153]
 [0.59  0.187 0.    0.    0.223]
 [0.451 0.256 0.1   0.    0.193]
 [0.522 0.178 0.1   0.    0.2  ]
 [0.441 0.374 0.    0.    0.185]
 [0.462 0.181 0.2   0.    0.157]
 [0.61  0.174 0.    0.    0.216]]","[0.33568537 0.31354132 0.36889594 0.33144788 0.34859115 0.34446997
 0.30863189 0.32163978 0.29966102 0.33580155 0.35753827 0.32051485
 0.30200139 0.36655452 0.29163022 0.32915839 0.35292263 0.33316208
 0.34641222 0.33574759 0.30773243 0.35791989 0.3258438  0.38676047
 0.3146754  0.30568353 0.30620751 0.32226816 0.3328822  0.30029032]",0.33014239206203,25.0,19.999999999999993,9.5
7.0,30,4,[17  5  3  5],True,5,10,100,0.02,5,gs,2,"[[0.621 0.198 0.    0.106 0.075]
 [0.764 0.058 0.046 0.054 0.078]
 [0.626 0.133 0.06  0.085 0.096]
 [0.606 0.192 0.077 0.    0.125]
 [0.686 0.157 0.    0.065 0.092]
 [0.513 0.235 0.051 0.072 0.129]
 [0.517 0.147 0.143 0.125 0.068]
 [0.375 0.272 0.086 0.208 0.059]
 [0.436 0.131 0.261 0.082 0.09 ]
 [0.456 0.106 0.251 0.098 0.089]
 [0.699 0.126 0.072 0.028 0.075]
 [0.453 0.227 0.125 0.107 0.088]
 [0.61  0.12  0.087 0.093 0.09 ]
 [0.7   0.122 0.072 0.    0.106]
 [0.467 0.217 0.134 0.093 0.089]
 [0.518 0.21  0.125 0.    0.147]
 [0.673 0.129 0.048 0.054 0.096]
 [0.659 0.084 0.087 0.078 0.092]
 [0.601 0.094 0.145 0.072 0.088]
 [0.669 0.143 0.    0.098 0.09 ]
 [0.622 0.198 0.069 0.    0.111]
 [0.732 0.091 0.008 0.058 0.111]
 [0.447 0.28  0.139 0.    0.134]
 [0.543 0.198 0.064 0.117 0.078]
 [0.515 0.198 0.099 0.093 0.095]
 [0.455 0.205 0.198 0.031 0.111]
 [0.512 0.128 0.213 0.052 0.095]
 [0.526 0.238 0.025 0.132 0.079]
 [0.463 0.155 0.231 0.061 0.09 ]
 [0.536 0.208 0.065 0.106 0.085]]","[0.35776626 0.35795341 0.38501035 0.35513925 0.38619189 0.33767432
 0.33696945 0.31052996 0.31019246 0.34154117 0.39753728 0.32280612
 0.333203   0.39579786 0.31782818 0.33681724 0.3818362  0.35661102
 0.37626472 0.35200085 0.35009129 0.37237476 0.32597106 0.39032152
 0.33807007 0.31698672 0.32021661 0.33663279 0.33385542 0.32215005]",0.3485447095535985,42.0,9.503333333333334,18.8
7.0,30,4,[17  5  3  5],True,5,10,100,0.02,5,gs,3,"[[0.573 0.185 0.102 0.097 0.043]
 [0.565 0.147 0.112 0.149 0.027]
 [0.588 0.181 0.079 0.095 0.057]
 [0.579 0.171 0.105 0.083 0.062]
 [0.674 0.123 0.073 0.079 0.051]
 [0.579 0.196 0.093 0.085 0.047]
 [0.51  0.208 0.114 0.121 0.047]
 [0.416 0.204 0.144 0.206 0.03 ]
 [0.447 0.194 0.149 0.184 0.026]
 [0.422 0.259 0.108 0.17  0.041]
 [0.658 0.163 0.074 0.032 0.073]
 [0.476 0.206 0.105 0.185 0.028]
 [0.575 0.155 0.121 0.1   0.049]
 [0.711 0.097 0.071 0.053 0.068]
 [0.432 0.217 0.129 0.188 0.034]
 [0.558 0.151 0.108 0.144 0.039]
 [0.683 0.119 0.076 0.031 0.091]
 [0.64  0.126 0.097 0.085 0.052]
 [0.674 0.124 0.071 0.074 0.057]
 [0.649 0.109 0.09  0.114 0.038]
 [0.706 0.109 0.061 0.058 0.066]
 [0.706 0.091 0.066 0.075 0.062]
 [0.642 0.136 0.075 0.08  0.067]
 [0.504 0.182 0.122 0.139 0.053]
 [0.557 0.181 0.085 0.083 0.094]
 [0.437 0.227 0.123 0.193 0.02 ]
 [0.605 0.126 0.103 0.113 0.053]
 [0.436 0.224 0.129 0.161 0.05 ]
 [0.493 0.21  0.103 0.162 0.032]
 [0.505 0.179 0.112 0.18  0.024]]","[0.35248616 0.33111302 0.38064921 0.35123681 0.38392094 0.35540963
 0.33650364 0.30436438 0.30992316 0.33194364 0.3843821  0.31895216
 0.33015944 0.38589216 0.30878367 0.33489016 0.3723675  0.3582365
 0.38312622 0.35517413 0.34855614 0.37486517 0.33970883 0.37447315
 0.33445846 0.30846628 0.32951061 0.31898216 0.33003622 0.31390868]",0.34474934409645525,44.666666666666664,4.9366666666666665,13.4
7.0,30,4,[17  5  3  5],True,5,10,100,0.02,5,gs,4,"[[0.543 0.172 0.106 0.179 0.   ]
 [0.572 0.169 0.097 0.162 0.   ]
 [0.555 0.166 0.101 0.178 0.   ]
 [0.566 0.159 0.108 0.167 0.   ]
 [0.57  0.161 0.102 0.167 0.   ]
 [0.559 0.17  0.103 0.168 0.   ]
 [0.583 0.159 0.093 0.165 0.   ]
 [0.553 0.173 0.096 0.178 0.   ]
 [0.565 0.168 0.101 0.166 0.   ]
 [0.556 0.162 0.107 0.175 0.   ]
 [0.569 0.166 0.102 0.163 0.   ]
 [0.586 0.17  0.082 0.162 0.   ]
 [0.55  0.161 0.124 0.165 0.   ]
 [0.554 0.187 0.099 0.16  0.   ]
 [0.565 0.163 0.094 0.178 0.   ]
 [0.6   0.163 0.084 0.153 0.   ]
 [0.566 0.184 0.092 0.158 0.   ]
 [0.558 0.174 0.101 0.167 0.   ]
 [0.558 0.159 0.111 0.172 0.   ]
 [0.579 0.159 0.109 0.153 0.   ]
 [0.576 0.182 0.108 0.134 0.   ]
 [0.57  0.159 0.091 0.18  0.   ]
 [0.575 0.169 0.104 0.152 0.   ]
 [0.557 0.169 0.087 0.187 0.   ]
 [0.554 0.155 0.109 0.182 0.   ]
 [0.559 0.17  0.096 0.175 0.   ]
 [0.557 0.167 0.103 0.173 0.   ]
 [0.593 0.166 0.097 0.144 0.   ]
 [0.574 0.163 0.087 0.176 0.   ]
 [0.578 0.155 0.106 0.161 0.   ]]","[0.32289271 0.32287541 0.3371009  0.32495217 0.3426491  0.32216595
 0.31910343 0.30821147 0.30774647 0.32282151 0.34144765 0.32116416
 0.30954592 0.35222374 0.30449376 0.32990782 0.33967576 0.33277187
 0.33200096 0.3297211  0.3294002  0.34166643 0.32551604 0.34360341
 0.31307967 0.31167177 0.30806362 0.3270438  0.32785619 0.31249508]",0.32546226878248347,0.0,0.0,0.0
7.0,30,4,[17  3  5  5],True,5,10,100,0.02,5,boston,4,"[[0.53  0.094 0.184 0.192 0.   ]
 [0.566 0.101 0.162 0.171 0.   ]
 [0.545 0.115 0.179 0.161 0.   ]
 [0.58  0.104 0.155 0.161 0.   ]
 [0.529 0.101 0.19  0.18  0.   ]
 [0.588 0.08  0.161 0.171 0.   ]
 [0.578 0.1   0.167 0.155 0.   ]
 [0.567 0.105 0.169 0.159 0.   ]
 [0.565 0.099 0.183 0.153 0.   ]
 [0.579 0.09  0.164 0.167 0.   ]
 [0.556 0.122 0.169 0.153 0.   ]
 [0.574 0.098 0.157 0.171 0.   ]
 [0.566 0.099 0.153 0.182 0.   ]
 [0.567 0.092 0.172 0.169 0.   ]
 [0.568 0.102 0.152 0.178 0.   ]
 [0.605 0.096 0.146 0.153 0.   ]
 [0.562 0.087 0.171 0.18  0.   ]
 [0.565 0.1   0.16  0.175 0.   ]
 [0.558 0.103 0.187 0.152 0.   ]
 [0.581 0.078 0.162 0.179 0.   ]
 [0.579 0.11  0.152 0.159 0.   ]
 [0.579 0.104 0.147 0.17  0.   ]
 [0.544 0.088 0.198 0.17  0.   ]
 [0.531 0.119 0.164 0.186 0.   ]
 [0.529 0.117 0.184 0.17  0.   ]
 [0.575 0.092 0.171 0.162 0.   ]
 [0.594 0.108 0.143 0.155 0.   ]
 [0.569 0.112 0.176 0.143 0.   ]
 [0.573 0.099 0.173 0.155 0.   ]
 [0.598 0.085 0.149 0.168 0.   ]]","[0.28695733 0.30558962 0.30938808 0.32121668 0.30452638 0.31760909
 0.32416956 0.31389603 0.30036838 0.30309916 0.31952016 0.31342459
 0.30583115 0.31267791 0.29656938 0.33026878 0.29942588 0.3131764
 0.29452222 0.32470766 0.31418108 0.32121812 0.3113467  0.3117742
 0.3086495  0.32037912 0.33457071 0.3044126  0.29469011 0.34891198]",0.3122359518004379,0.0,0.0,0.0
7.0,30,4,[17  3  5  5],True,5,10,100,0.02,5,gs,1,"[[0.423 0.2   0.2   0.    0.177]
 [0.603 0.1   0.    0.    0.297]
 [0.605 0.1   0.    0.    0.295]
 [0.563 0.1   0.1   0.    0.237]
 [0.681 0.    0.    0.    0.319]
 [0.494 0.1   0.2   0.    0.206]
 [0.679 0.    0.    0.    0.321]
 [0.529 0.2   0.    0.    0.271]
 [0.62  0.    0.1   0.    0.28 ]
 [0.52  0.2   0.    0.    0.28 ]
 [0.63  0.1   0.    0.    0.27 ]
 [0.625 0.    0.1   0.    0.275]
 [0.693 0.    0.    0.    0.307]
 [0.413 0.2   0.2   0.    0.187]
 [0.487 0.1   0.2   0.    0.213]
 [0.627 0.1   0.    0.    0.273]
 [0.473 0.2   0.1   0.    0.227]
 [0.624 0.1   0.    0.    0.276]
 [0.475 0.1   0.2   0.    0.225]
 [0.622 0.    0.1   0.    0.278]
 [0.562 0.1   0.1   0.    0.238]
 [0.558 0.1   0.1   0.    0.242]
 [0.622 0.1   0.    0.    0.278]
 [0.637 0.1   0.    0.    0.263]
 [0.501 0.1   0.2   0.    0.199]
 [0.631 0.    0.1   0.    0.269]
 [0.563 0.1   0.1   0.    0.237]
 [0.41  0.2   0.2   0.    0.19 ]
 [0.502 0.2   0.1   0.    0.198]
 [0.628 0.1   0.    0.    0.272]]","[0.28819351 0.28137116 0.28351855 0.31764957 0.2828144  0.3098739
 0.29825436 0.29799159 0.26751366 0.27749064 0.31352435 0.29696387
 0.28184292 0.30424166 0.28330484 0.31121947 0.2960533  0.29375447
 0.26940627 0.30597342 0.29569701 0.3145399  0.304439   0.32051172
 0.30651111 0.306552   0.32184579 0.29079448 0.28188002 0.34858468]",0.2984103868294478,18.000000000000004,25.333333333333336,7.8
7.0,30,4,[17  3  5  5],True,5,10,100,0.02,5,gs,2,"[[0.572 0.04  0.198 0.127 0.063]
 [0.508 0.129 0.21  0.047 0.106]
 [0.644 0.078 0.16  0.047 0.071]
 [0.55  0.158 0.109 0.051 0.132]
 [0.564 0.08  0.239 0.022 0.095]
 [0.639 0.029 0.189 0.072 0.071]
 [0.637 0.102 0.127 0.031 0.103]
 [0.489 0.191 0.194 0.    0.126]
 [0.559 0.092 0.126 0.15  0.073]
 [0.563 0.165 0.042 0.131 0.099]
 [0.609 0.124 0.067 0.095 0.105]
 [0.634 0.091 0.138 0.    0.137]
 [0.685 0.069 0.097 0.055 0.094]
 [0.339 0.186 0.266 0.097 0.112]
 [0.467 0.15  0.196 0.093 0.094]
 [0.603 0.121 0.108 0.056 0.112]
 [0.55  0.074 0.135 0.181 0.06 ]
 [0.702 0.047 0.091 0.087 0.073]
 [0.491 0.038 0.268 0.142 0.061]
 [0.64  0.044 0.164 0.075 0.077]
 [0.641 0.085 0.134 0.037 0.103]
 [0.553 0.106 0.186 0.06  0.095]
 [0.563 0.142 0.102 0.116 0.077]
 [0.676 0.078 0.088 0.036 0.122]
 [0.483 0.107 0.203 0.144 0.063]
 [0.544 0.039 0.268 0.056 0.093]
 [0.551 0.097 0.213 0.044 0.095]
 [0.356 0.175 0.332 0.059 0.078]
 [0.553 0.012 0.223 0.178 0.034]
 [0.635 0.151 0.044 0.047 0.123]]","[0.3145211  0.31666757 0.33324529 0.34156773 0.3298572  0.3363781
 0.35608783 0.32764053 0.30750023 0.31637889 0.3450167  0.33989262
 0.33654734 0.30816275 0.3048041  0.33767526 0.31361478 0.33889823
 0.30217515 0.35342375 0.33725257 0.33966782 0.33300512 0.35526063
 0.32237403 0.33817204 0.34457647 0.3096723  0.29839477 0.39241472]",0.33102818765353326,63.0,9.156666666666665,27.4
