experiment_number,num_students,num_schools,capacities_generated,num_capacities,num_repeats_profiles,num_repeat_sampler,epsilon,manipulators_ratio,default_fair_num_student,num_manipulations,algorithm,k,possible_percentage_manipulators,average_runtime,average_utility,average_utility_fair_students,average_utility_manipulator_students,average_actual_percentage_manipulators,average_number_manipulations,average_percentage_unassigned_students,average_percentage_unassigned_fair_students,average_percentage_unassigned_manipulator_students
21.0,100,5,True,5,5,50,0.01,0.5,50,5,gs,5,50.0,3.174993200302124,0.2160689110885277,0.2160389559644764,0.2160988662125791,0.0,0.0,0.0,0.0,0.0
21.0,100,5,True,5,5,50,0.01,0.5,50,5,boston,5,50.0,2.156258668899536,0.2164501712993387,0.2158874728728354,0.217012869725842,0.0,0.0,0.0,0.0,0.0
22.0,100,5,True,5,5,50,0.01,0.75,25,2,gs,1,75.0,2.601916027069092,0.1958180072720881,0.1371010677868244,0.2153903204338427,66.8,106.44,24.8,60.592,12.869333333333334
22.0,100,5,True,5,5,50,0.01,0.75,25,2,gs,2,75.0,2.8208542251586914,0.2119250257921976,0.1756076965110905,0.2240308022192333,71.8,101.48,12.1304,42.2496,2.090666666666667
22.0,100,5,True,5,5,50,0.01,0.75,25,2,gs,3,75.0,3.209366836547852,0.2130381018554384,0.2055918477700749,0.2155201865505595,49.32,65.72,8.3376,17.1968,5.384533333333334
22.0,100,5,True,5,5,50,0.01,0.75,25,2,gs,4,75.0,3.629071063995361,0.2149996650837853,0.2148242644632855,0.2150581319572853,14.36,16.08,3.3952000000000004,4.3264000000000005,3.0848
22.0,100,5,True,5,5,50,0.01,0.75,25,2,gs,5,75.0,3.693247270584106,0.2163036004762389,0.2161434389256289,0.2163569876597756,0.0,0.0,0.0,0.0,0.0
22.0,100,5,True,5,5,50,0.01,0.75,25,2,boston,5,75.0,2.485925645828248,0.2164501712993387,0.2173365448918688,0.2161547134351621,0.0,0.0,0.0,0.0,0.0
23.0,100,5,True,5,5,50,0.01,0.75,25,4,gs,1,75.0,4.382937831878662,0.2050875082719378,0.1453207045281399,0.2250097761865371,68.44,131.32,17.88,58.2112,4.436266666666667
23.0,100,5,True,5,5,50,0.01,0.75,25,4,gs,2,75.0,4.814910488128662,0.213053074083872,0.1741011186066251,0.2260370592429543,72.0,114.76,11.9424,43.09120000000001,1.5594666666666666
23.0,100,5,True,5,5,50,0.01,0.75,25,4,gs,3,75.0,5.451655521392822,0.2130624315151575,0.2043243740710477,0.2159751173298607,49.92,68.56,8.616,18.1312,5.444266666666667
23.0,100,5,True,5,5,50,0.01,0.75,25,4,gs,4,75.0,6.022093496322632,0.2149117122768726,0.2145227311179786,0.2150413726631706,14.28,15.92,3.3888,4.208000000000001,3.115733333333334
23.0,100,5,True,5,5,50,0.01,0.75,25,4,gs,5,75.0,6.108089685440064,0.2161711498070187,0.2168349584242527,0.2159498802679407,0.0,0.0,0.0,0.0,0.0
23.0,100,5,True,5,5,50,0.01,0.75,25,4,boston,5,75.0,4.123943853378296,0.2164501712993387,0.2173365448918688,0.2161547134351621,0.0,0.0,0.0,0.0,0.0
24.0,100,5,True,5,5,50,0.01,0.75,25,5,gs,1,75.0,4.173401842117309,0.2048610927408533,0.1463394588248574,0.2243683040461853,68.48,132.04,17.64,57.9488,4.203733333333333
