experiment_number,num_students,num_schools,capacities_generated,num_capacities,num_repeats_profiles,num_repeat_sampler,epsilon,manipulators_ratio,default_fair_num_student,num_manipulations_ratio,num_manipulations,algorithm,k,k_to_schools_ratio,possible_percentage_manipulators,average_runtime,average_utility,average_utility_fair_students,average_utility_manipulator_students,average_actual_percentage_manipulators,average_number_manipulations,average_percentage_unassigned_students,average_percentage_unassigned_fair_students,average_percentage_unassigned_manipulator_students
12.0,12,8,True,5,5,50,0.001,1.0,0,1.0,8.0,gs,1,0.125,100.0,1.4678352737426759,0.10576577719218987,0.0,0.10576577719218987,50.0,12.16,44.0,0.0,44.0
12.0,12,8,True,5,5,50,0.001,1.0,0,1.0,8.0,gs,2,0.25,100.0,1.5043123531341553,0.13042277896568932,0.0,0.13042277896568932,83.66666666666666,25.08,24.58,0.0,24.58
12.0,12,8,True,5,5,50,0.001,1.0,0,1.0,8.0,gs,3,0.375,100.0,1.5676909637451173,0.13449363493328864,0.0,0.13449363493328864,91.66666666666666,26.28,18.62,0.0,18.62
12.0,12,8,True,5,5,50,0.001,1.0,0,1.0,8.0,gs,4,0.5,100.0,1.6732019138336183,0.13571254929157417,0.0,0.13571254929157417,80.0,20.76,15.433333333333335,0.0,15.433333333333335
12.0,12,8,True,5,5,50,0.001,1.0,0,1.0,8.0,gs,5,0.625,100.0,1.8131103897094727,0.13533567587027578,0.0,0.13533567587027578,66.66666666666666,14.88,12.26,0.0,12.26
12.0,12,8,True,5,5,50,0.001,1.0,0,1.0,8.0,gs,6,0.75,100.0,1.9807040786743164,0.1361388728027093,0.0,0.1361388728027093,59.33333333333333,10.32,7.98,0.0,7.98
12.0,12,8,True,5,5,50,0.001,1.0,0,1.0,8.0,gs,7,0.875,100.0,2.1394778156280516,0.13543552343634424,0.0,0.13543552343634424,38.333333333333336,4.64,4.773333333333333,0.0,4.773333333333333
12.0,12,8,True,5,5,50,0.001,1.0,0,1.0,8.0,gs,8,1.0,100.0,2.163449878692627,0.13628455610547627,0.0,0.13628455610547627,0.0,0.0,0.0,0.0,0.0
12.0,12,8,True,5,5,50,0.001,1.0,0,1.0,8.0,boston,8,1.0,100.0,1.4538905334472656,0.13594528794981606,0.0,0.13594528794981606,0.0,0.0,0.0,0.0,0.0
13.0,14,3,True,5,5,50,0.001,0.75,4,0.75,2.0,gs,1,0.333,71.42857142857143,0.10318117141723633,0.33613713646741805,0.33794643248097755,0.33541341806199426,53.714285714285715,10.8,14.571428571428571,35.28,6.287999999999999
13.0,14,3,True,5,5,50,0.001,0.75,4,0.75,2.0,gs,2,0.667,71.42857142857143,0.11954669952392578,0.31972092522653817,0.29847393820513185,0.3282197200351007,38.285714285714285,6.2,12.44,29.02,5.808000000000001
13.0,14,3,True,5,5,50,0.001,0.75,4,0.75,2.0,gs,3,1.0,71.42857142857143,0.1281190776824951,0.32520620934461847,0.3177252595826096,0.32819858924942197,0.0,0.0,0.0,0.0,0.0
13.0,14,3,True,5,5,50,0.001,0.75,4,0.75,2.0,boston,3,1.0,71.42857142857143,0.09127584457397461,0.3238848316497884,0.31737197771669134,0.3264899732230272,0.0,0.0,0.0,0.0,0.0
14.0,14,3,True,5,5,50,0.001,0.75,4,1.0,3.0,gs,1,0.333,71.42857142857143,0.10328182220458984,0.3329813153120901,0.33052420406144345,0.33396415981234884,52.285714285714285,10.32,16.57142857142857,36.68,8.528
14.0,14,3,True,5,5,50,0.001,0.75,4,1.0,3.0,gs,2,0.667,71.42857142857143,0.11973718643188476,0.31876184984098527,0.29821260618845613,0.3269815473019969,38.0,5.84,11.805714285714286,28.64,5.072
14.0,14,3,True,5,5,50,0.001,0.75,4,1.0,3.0,gs,3,1.0,71.42857142857143,0.12859926223754883,0.3235888642356625,0.3188479113415151,0.32548524539332147,0.0,0.0,0.0,0.0,0.0
14.0,14,3,True,5,5,50,0.001,0.75,4,1.0,3.0,boston,3,1.0,71.42857142857143,0.08974139213562012,0.32396582000796065,0.3202773089968558,0.32544122441240264,0.0,0.0,0.0,0.0,0.0
15.0,14,3,True,5,5,50,0.001,1.0,0,0.75,2.0,gs,1,0.333,100.0,0.10722170829772949,0.34233580501658845,0.0,0.34233580501658845,58.857142857142854,11.72,12.285714285714285,0.0,12.285714285714285
15.0,14,3,True,5,5,50,0.001,1.0,0,0.75,2.0,gs,2,0.667,100.0,0.12699682235717774,0.3290341458766388,0.0,0.3290341458766388,55.714285714285715,9.04,8.348571428571429,0.0,8.348571428571429
15.0,14,3,True,5,5,50,0.001,1.0,0,0.75,2.0,gs,3,1.0,100.0,0.1355251693725586,0.3180201681203847,0.0,0.3180201681203847,0.0,0.0,0.0,0.0,0.0
15.0,14,3,True,5,5,50,0.001,1.0,0,0.75,2.0,boston,3,1.0,100.0,0.09446246147155762,0.3181699477766347,0.0,0.3181699477766347,0.0,0.0,0.0,0.0,0.0
16.0,14,3,True,5,5,50,0.001,1.0,0,1.0,3.0,gs,1,0.333,100.0,0.10454996109008789,0.3737460904378298,0.0,0.3737460904378298,52.285714285714285,9.12,11.428571428571429,0.0,11.428571428571429
16.0,14,3,True,5,5,50,0.001,1.0,0,1.0,3.0,gs,2,0.667,100.0,0.12270002365112305,0.3649792271700551,0.0,0.3649792271700551,46.0,7.12,6.994285714285715,0.0,6.994285714285715
16.0,14,3,True,5,5,50,0.001,1.0,0,1.0,3.0,gs,3,1.0,100.0,0.1314721202850342,0.3594882524637605,0.0,0.3594882524637605,0.0,0.0,0.0,0.0,0.0
16.0,14,3,True,5,5,50,0.001,1.0,0,1.0,3.0,boston,3,1.0,100.0,0.09194779396057129,0.3581502067941465,0.0,0.3581502067941465,0.0,0.0,0.0,0.0,0.0
17.0,14,5,True,5,5,50,0.001,0.75,4,0.75,4.0,gs,1,0.2,71.42857142857143,0.33340404510498045,0.17264288925970958,0.1455987286690944,0.18346055349595566,61.714285714285715,16.24,30.285714285714285,58.44,19.024
17.0,14,5,True,5,5,50,0.001,0.75,4,0.75,4.0,gs,2,0.4,71.42857142857143,0.36416914939880374,0.18259723245590734,0.13904026824748572,0.200020018139276,66.0,18.48,21.971428571428575,56.68,8.088
17.0,14,5,True,5,5,50,0.001,0.75,4,0.75,4.0,gs,3,0.6,71.42857142857143,0.4084662437438965,0.18430340461016015,0.16096277869818146,0.19363965497495164,63.142857142857146,13.52,15.234285714285715,41.14,4.872000000000001
17.0,14,5,True,5,5,50,0.001,0.75,4,0.75,4.0,gs,4,0.8,71.42857142857143,0.4548681831359863,0.18858674591625896,0.18577311288884396,0.18971219912722492,36.0,5.92,7.514285714285714,13.8,5.0
17.0,14,5,True,5,5,50,0.001,0.75,4,0.75,4.0,gs,5,1.0,71.42857142857143,0.46859695434570314,0.19023019545345698,0.1866721715713811,0.1916534050062873,0.0,0.0,0.0,0.0,0.0
17.0,14,5,True,5,5,50,0.001,0.75,4,0.75,4.0,boston,5,1.0,71.42857142857143,0.3157288932800293,0.18991422192196597,0.18829047274421526,0.19056372159306625,0.0,0.0,0.0,0.0,0.0
18.0,14,5,True,5,5,50,0.001,0.75,4,1.0,5.0,gs,1,0.2,71.42857142857143,0.3118240642547607,0.20280152709174257,0.16286588066375088,0.2187757856629392,46.0,10.8,28.857142857142858,53.1,19.16
18.0,14,5,True,5,5,50,0.001,0.75,4,1.0,5.0,gs,2,0.4,71.42857142857143,0.33882678985595704,0.21630890848370776,0.18597858855133204,0.22844103645665803,60.85714285714286,16.24,18.782857142857143,41.78,9.584
18.0,14,5,True,5,5,50,0.001,0.75,4,1.0,5.0,gs,3,0.6,71.42857142857143,0.37824463844299316,0.21898816985687072,0.20555701129869441,0.22436063328014125,56.285714285714285,13.24,12.48,25.44,7.296
18.0,14,5,True,5,5,50,0.001,0.75,4,1.0,5.0,gs,4,0.8,71.42857142857143,0.4277229309082031,0.22098138080283344,0.2152185893401949,0.22328649738788886,48.0,7.56,7.177142857142858,14.58,4.216
18.0,14,5,True,5,5,50,0.001,0.75,4,1.0,5.0,gs,5,1.0,71.42857142857143,0.4400867652893066,0.2230466133544516,0.22290485385662479,0.2231033171535823,0.0,0.0,0.0,0.0,0.0
18.0,14,5,True,5,5,50,0.001,0.75,4,1.0,5.0,boston,5,1.0,71.42857142857143,0.2987382411956787,0.2224251700760897,0.22392568872748672,0.22182496261553092,0.0,0.0,0.0,0.0,0.0
19.0,14,5,True,5,5,50,0.001,1.0,0,0.75,4.0,gs,1,0.2,100.0,0.45471927642822263,0.1760580795949222,0.0,0.1760580795949222,72.0,19.4,28.0,0.0,28.0
19.0,14,5,True,5,5,50,0.001,1.0,0,0.75,4.0,gs,2,0.4,100.0,0.4927684688568115,0.18326344302610018,0.0,0.18326344302610018,86.0,23.12,19.314285714285717,0.0,19.314285714285717
19.0,14,5,True,5,5,50,0.001,1.0,0,0.75,4.0,gs,3,0.6,100.0,0.55462890625,0.18383364279422296,0.0,0.18383364279422296,64.57142857142857,17.08,14.022857142857141,0.0,14.022857142857141
19.0,14,5,True,5,5,50,0.001,1.0,0,0.75,4.0,gs,4,0.8,100.0,0.62508225440979,0.18420997783796036,0.0,0.18420997783796036,72.85714285714285,12.04,5.702857142857144,0.0,5.702857142857144
19.0,14,5,True,5,5,50,0.001,1.0,0,0.75,4.0,gs,5,1.0,100.0,0.6408087730407714,0.18160922400304993,0.0,0.18160922400304993,0.0,0.0,0.0,0.0,0.0
19.0,14,5,True,5,5,50,0.001,1.0,0,0.75,4.0,boston,5,1.0,100.0,0.4347333240509033,0.1815839544854472,0.0,0.1815839544854472,0.0,0.0,0.0,0.0,0.0
20.0,14,5,True,5,5,50,0.001,1.0,0,1.0,5.0,gs,1,0.2,100.0,0.39797338485717776,0.18676157710266225,0.0,0.18676157710266225,66.0,18.24,26.285714285714285,0.0,26.285714285714285
20.0,14,5,True,5,5,50,0.001,1.0,0,1.0,5.0,gs,2,0.4,100.0,0.43169436454772947,0.19475986784173047,0.0,0.19475986784173047,78.0,21.64,17.24,0.0,17.24
20.0,14,5,True,5,5,50,0.001,1.0,0,1.0,5.0,gs,3,0.6,100.0,0.48987439155578616,0.1942128868527352,0.0,0.1942128868527352,74.85714285714285,16.32,9.348571428571429,0.0,9.348571428571429
20.0,14,5,True,5,5,50,0.001,1.0,0,1.0,5.0,gs,4,0.8,100.0,0.5466878890991211,0.18999449561875584,0.0,0.18999449561875584,50.285714285714285,7.52,6.668571428571429,0.0,6.668571428571429
20.0,14,5,True,5,5,50,0.001,1.0,0,1.0,5.0,gs,5,1.0,100.0,0.5610381698608399,0.19113424260413775,0.0,0.19113424260413775,0.0,0.0,0.0,0.0,0.0
20.0,14,5,True,5,5,50,0.001,1.0,0,1.0,5.0,boston,5,1.0,100.0,0.38000792503356934,0.1908472537732608,0.0,0.1908472537732608,0.0,0.0,0.0,0.0,0.0
21.0,14,8,True,5,5,50,0.001,0.75,4,0.75,6.0,gs,1,0.125,71.42857142857143,1.239382495880127,0.09897570802427523,0.06843689967433315,0.11119123136425206,67.14285714285715,18.88,45.142857142857146,69.58,35.368
21.0,14,8,True,5,5,50,0.001,0.75,4,0.75,6.0,gs,2,0.25,71.42857142857143,1.270871295928955,0.11049260620603966,0.07745813786455905,0.1237063935426319,70.0,26.56,33.84571428571429,63.5,21.984
21.0,14,8,True,5,5,50,0.001,0.75,4,0.75,6.0,gs,3,0.375,71.42857142857143,1.326414670944214,0.11677203959306898,0.0880351906898121,0.1282667791543717,62.57142857142857,25.96,25.485714285714284,54.44,13.904000000000002
21.0,14,8,True,5,5,50,0.001,0.75,4,0.75,6.0,gs,4,0.5,71.42857142857143,1.4187697982788086,0.12104191105558272,0.10650007500539274,0.1268586454756587,67.14285714285715,24.36,17.325714285714287,40.14,8.2
21.0,14,8,True,5,5,50,0.001,0.75,4,0.75,6.0,gs,5,0.625,71.42857142857143,1.5430733108520507,0.12188531154675347,0.10979062229624337,0.12672318724695752,68.0,18.6,13.36,33.36,5.36
21.0,14,8,True,5,5,50,0.001,0.75,4,0.75,6.0,gs,6,0.75,71.42857142857143,1.675877208709717,0.12376699289430942,0.11891799111741153,0.12570659360506858,50.0,11.28,9.777142857142858,18.68,6.216
21.0,14,8,True,5,5,50,0.001,0.75,4,0.75,6.0,gs,7,0.875,71.42857142857143,1.795925817489624,0.1239236257168256,0.12421091306067131,0.1238087107792873,37.714285714285715,5.4,5.211428571428573,8.18,4.024
21.0,14,8,True,5,5,50,0.001,0.75,4,0.75,6.0,gs,8,1.0,71.42857142857143,1.8156081008911134,0.12476504489231327,0.12510751760362893,0.124628055807787,0.0,0.0,0.0,0.0,0.0
21.0,14,8,True,5,5,50,0.001,0.75,4,0.75,6.0,boston,8,1.0,71.42857142857143,1.2245741653442384,0.12437212362824489,0.12504980782204783,0.1241010499507237,0.0,0.0,0.0,0.0,0.0
22.0,14,8,True,5,5,50,0.001,0.75,4,1.0,8.0,gs,1,0.125,71.42857142857143,1.1382344245910645,0.10902325778358732,0.0867889363600946,0.1179169863529844,56.0,15.64,42.0,61.2,34.32
